Borrower_ID,Age,Marital_Status,Employment_Status,Annual_Income,Debt_to_Income_Ratio,Credit_Score,Loan_Amount,Loan_Term_Months,Interest_Rate,Loan_Purpose,Missed_Payments_Last_12M,Credit_Utilization_Ratio,Overdraft_Frequency,Delinquent
1876,51,Single,Self-Employed,70367,42.22,792,39836,24,12.22,Personal,1,17.82,2,1
1877,41,Single,Employed,121753,17.43,752,24431,12,17.61,Auto,5,46.72,1,1
1878,46,Single,Unemployed,93744,16.91,565,30849,60,11.04,Home,3,24.87,4,1
1879,41,Single,Contract,74607,27.14,439,5674,48,14.79,Education,5,26.55,3,1
1880,26,Divorced,Unemployed,143611,23.53,710,36187,48,15.37,Auto,4,20.03,4,1
1881,49,Divorced,Contract,99610,12.08,330,22252,60,18.78,Education,4,64.35,1,1
1882,25,Divorced,Self-Employed,122258,24.82,540,22020,12,10.2,Personal,5,51.99,4,1
1883,31,Married,Unemployed,95721,26.72,385,26454,60,17.81,Education,2,72.12,2,1
1884,34,Divorced,Self-Employed,73935,28.01,785,37780,60,18.23,Education,5,37.12,2,1
1885,32,Married,Employed,96899,38.18,328,20809,60,8.9,Home,3,26.8,3,1
1886,30,Married,Unemployed,43627,12.39,480,16497,24,12.23,Personal,6,16.0,3,1
1887,45,Divorced,Contract,75827,34.27,803,11986,48,7.47,Auto,1,59.34,4,0
1888,45,Single,Self-Employed,55154,43.49,713,42822,60,8.49,Auto,1,85.2,3,1
1889,59,Single,Unemployed,96613,44.26,483,17267,12,18.48,Education,4,73.58,0,1
1890,28,Married,Unemployed,108946,25.9,807,10074,12,11.33,Personal,6,15.72,3,1
1891,23,Single,Employed,72436,46.95,756,7578,36,15.28,Personal,2,56.66,1,1
1892,33,Married,Contract,44056,20.15,586,29689,60,8.36,Personal,6,74.67,1,1
1893,58,Married,Contract,76784,49.16,305,40384,24,19.37,Personal,5,41.82,2,1
1894,38,Single,Unemployed,135471,23.99,632,12125,60,8.28,Home,1,46.96,1,0
1895,53,Single,Employed,40980,45.79,420,30402,24,10.22,Personal,2,88.0,4,1
1896,49,Single,Unemployed,128848,27.22,729,34659,48,14.69,Home,3,79.04,4,1
1897,63,Married,Self-Employed,148087,18.22,800,22352,60,16.23,Auto,0,46.21,0,0
1898,54,Divorced,Contract,59498,42.64,728,37450,36,16.3,Personal,1,13.57,0,1
1899,64,Divorced,Employed,94061,48.39,475,43995,12,7.49,Personal,2,72.13,2,1
1900,37,Divorced,Employed,56633,20.36,335,43324,24,7.6,Home,2,86.57,1,1
1901,35,Single,Employed,145488,16.71,666,9406,12,7.31,Auto,5,74.43,2,1
1902,25,Single,Unemployed,149670,23.51,636,49757,12,8.39,Education,4,50.34,4,1
1903,57,Married,Unemployed,101760,17.75,551,17631,24,9.42,Home,3,83.53,4,1
1904,49,Single,Employed,126410,31.5,655,41983,60,20.0,Home,0,20.11,2,0
1905,39,Single,Unemployed,135304,33.19,754,26845,60,10.89,Home,0,19.43,1,0
1906,53,Married,Unemployed,29863,29.24,616,43535,36,9.17,Personal,0,40.71,4,0
1907,39,Divorced,Employed,94233,18.13,758,27406,60,19.79,Personal,4,20.6,3,1
1908,50,Single,Unemployed,33090,29.26,537,31265,24,19.16,Auto,3,35.48,5,1
1909,54,Divorced,Contract,53013,25.32,445,6664,60,11.39,Education,6,71.32,0,1
1910,22,Divorced,Unemployed,106487,39.67,845,22601,36,18.12,Auto,0,25.28,5,0
1911,28,Single,Self-Employed,110581,19.21,639,28240,12,9.77,Auto,1,67.58,1,0
1912,28,Divorced,Employed,59257,19.51,350,38909,48,12.28,Education,5,21.17,3,1
1913,60,Single,Self-Employed,110757,39.65,434,15048,12,12.53,Home,5,75.49,5,1
1914,65,Married,Employed,97424,17.21,307,24825,60,12.25,Personal,3,49.42,3,1
1915,58,Single,Unemployed,135425,19.38,474,43594,60,19.79,Education,2,17.62,4,1
1916,25,Single,Self-Employed,81246,38.66,596,33396,36,5.86,Auto,5,50.28,2,1
1917,55,Divorced,Unemployed,128729,39.55,475,26013,48,15.66,Education,1,42.36,1,1
1918,23,Divorced,Self-Employed,72153,29.29,472,28751,36,18.86,Auto,5,39.86,4,1
1919,47,Single,Unemployed,42624,17.34,658,5565,12,13.0,Auto,5,73.67,5,1
1920,47,Single,Self-Employed,78618,16.88,721,17366,60,16.41,Home,5,11.02,1,1
1921,32,Single,Self-Employed,31428,21.5,479,43929,12,16.82,Education,3,23.62,5,1
1922,50,Single,Unemployed,73727,25.94,568,27458,12,19.44,Auto,3,25.54,0,1
1923,52,Married,Employed,22459,38.69,376,8270,12,13.62,Home,2,71.04,4,1
1924,61,Single,Unemployed,41013,21.92,774,11137,12,19.24,Home,3,78.17,5,1
1925,24,Married,Employed,142128,31.16,772,36840,12,9.81,Auto,3,18.87,5,1
1926,48,Single,Contract,147876,27.44,432,30619,36,8.28,Auto,0,11.18,2,1
1927,36,Married,Unemployed,46199,20.86,392,34143,48,14.89,Home,5,18.91,1,1
1928,48,Single,Employed,104268,47.47,565,23554,12,19.47,Auto,1,85.1,5,1
1929,28,Married,Self-Employed,56178,46.0,594,12622,24,11.9,Education,3,62.68,3,1
1930,55,Married,Contract,144652,26.81,332,32655,24,16.85,Auto,1,59.89,0,1
1931,39,Married,Employed,82047,23.11,648,11559,60,13.26,Personal,0,76.87,3,0
1932,61,Divorced,Unemployed,42601,21.99,487,7698,24,9.31,Home,3,34.61,2,1
1933,26,Married,Unemployed,48707,20.75,738,26970,24,12.51,Education,4,30.44,4,1
1934,22,Single,Self-Employed,134576,21.74,848,29230,24,10.68,Home,3,54.75,0,1
1935,39,Divorced,Contract,42669,17.91,744,22447,12,14.79,Personal,4,37.11,4,1
1936,43,Divorced,Self-Employed,83138,39.68,574,16428,12,10.86,Auto,1,35.7,4,1
1937,60,Single,Employed,96225,41.24,788,39972,12,8.93,Education,0,34.38,5,1
1938,62,Married,Employed,58482,18.89,817,39245,36,9.14,Education,0,41.69,3,0
1939,27,Divorced,Contract,130525,36.07,659,32239,36,18.44,Education,1,64.35,3,0
1940,36,Married,Employed,68200,36.36,389,39043,36,17.25,Personal,0,21.93,3,1
1941,32,Divorced,Employed,21453,41.08,615,26923,12,15.46,Education,0,33.2,1,1
1942,45,Married,Contract,24360,23.5,337,19935,24,11.66,Education,4,50.74,1,1
1943,23,Married,Contract,104490,27.6,516,6458,48,12.07,Personal,4,84.64,1,1
1944,33,Married,Contract,136372,44.3,587,10326,60,5.24,Education,4,61.76,3,1
1945,43,Single,Self-Employed,108637,33.91,347,30376,48,16.27,Education,1,34.37,1,1
1946,54,Divorced,Contract,149421,25.99,622,46791,36,17.72,Auto,4,21.04,0,1
1947,51,Single,Self-Employed,104923,44.26,732,10095,60,17.96,Education,0,42.57,1,1
1948,33,Single,Employed,72719,40.52,315,36101,24,19.15,Home,6,76.96,4,1
1949,27,Divorced,Unemployed,84295,14.8,457,32438,36,19.49,Home,6,74.34,3,1
1950,27,Married,Employed,89978,26.92,615,45025,36,7.57,Auto,1,12.42,5,0
1951,59,Divorced,Unemployed,147464,45.37,543,26419,36,15.31,Personal,0,32.58,4,1
1952,61,Married,Contract,23510,49.76,483,9162,60,10.1,Education,1,10.16,2,1
1953,60,Divorced,Unemployed,145644,49.97,537,41792,60,16.14,Auto,5,72.91,0,1
1954,31,Divorced,Employed,81067,38.99,414,32150,48,12.53,Personal,3,60.72,5,1
1955,39,Divorced,Unemployed,108840,14.56,840,43004,12,6.54,Auto,6,56.47,5,1
1956,64,Single,Employed,63066,10.06,759,8039,12,12.14,Home,3,60.46,0,1
1957,50,Single,Unemployed,24074,30.53,332,38920,12,11.81,Education,1,52.3,4,1
1958,48,Divorced,Unemployed,105364,44.8,603,24604,60,9.89,Personal,5,78.05,3,1
1959,31,Divorced,Self-Employed,144703,32.6,778,46375,36,6.33,Education,4,10.17,4,1
1960,65,Single,Contract,132535,14.41,783,31617,48,6.99,Personal,4,20.68,0,1
1961,37,Divorced,Employed,79806,12.27,479,32608,24,15.09,Auto,2,31.55,2,1
1962,60,Married,Unemployed,104138,20.12,834,49595,48,18.5,Personal,1,10.88,5,0
1963,40,Divorced,Unemployed,59093,16.49,682,19086,48,13.95,Personal,1,86.55,3,0
1964,45,Single,Employed,43938,32.05,572,42347,48,11.08,Personal,1,58.8,5,1
1965,50,Single,Unemployed,140362,40.17,548,29604,36,6.99,Auto,0,38.15,1,1
1966,49,Married,Employed,111738,31.31,750,29065,36,15.2,Home,6,42.01,5,1
1967,39,Divorced,Unemployed,35578,24.09,762,37663,24,12.77,Auto,5,42.01,1,1
1968,34,Single,Unemployed,76084,11.54,712,35382,60,16.63,Education,2,56.82,1,0
1969,45,Divorced,Self-Employed,94310,42.66,478,13840,12,19.27,Home,4,51.95,1,1
1970,32,Married,Unemployed,21452,25.35,707,9762,48,19.23,Education,1,25.13,2,0
1971,46,Divorced,Unemployed,97068,46.59,553,19112,36,16.27,Education,6,87.8,4,1
1972,54,Married,Contract,79105,34.44,681,33431,12,9.52,Home,2,52.02,0,0
1973,55,Married,Unemployed,32536,23.09,840,17425,60,6.27,Home,3,10.79,0,1
1974,26,Married,Self-Employed,26510,36.09,777,31142,24,17.6,Personal,6,34.4,5,1
1975,64,Single,Employed,134126,21.37,372,19268,36,6.77,Home,4,74.92,3,1
1976,42,Single,Contract,37353,11.33,745,47233,36,17.49,Education,2,22.78,5,0
1977,30,Married,Employed,63189,34.84,454,8644,60,7.74,Auto,6,28.57,4,1
1978,53,Married,Contract,99774,47.7,404,45788,36,13.38,Education,1,83.23,4,1
1979,56,Single,Self-Employed,72730,31.36,304,10582,48,14.88,Home,5,84.82,3,1
1980,61,Married,Contract,33173,47.46,740,42478,36,19.67,Home,6,71.16,5,1
1981,63,Married,Employed,60582,19.92,614,37161,36,6.81,Home,2,28.04,0,0
1982,64,Single,Contract,106569,34.75,714,11352,12,5.78,Education,3,25.72,1,1
1983,26,Married,Self-Employed,28140,19.03,388,42722,24,19.49,Home,5,36.68,4,1
1984,59,Divorced,Employed,97435,17.93,795,17673,24,11.89,Home,2,68.54,2,0
1985,41,Married,Contract,57566,32.0,300,22755,48,11.47,Education,5,86.7,3,1
1986,30,Single,Self-Employed,149295,12.63,305,35830,48,9.82,Personal,6,47.7,0,1
1987,57,Married,Employed,83349,37.8,470,40272,60,10.21,Auto,2,40.68,2,1
1988,24,Divorced,Employed,93183,41.79,821,5095,36,10.19,Personal,5,68.93,0,1
1989,42,Married,Self-Employed,55553,38.73,701,48848,36,8.73,Personal,3,13.75,3,1
1990,52,Single,Employed,57362,10.45,551,5825,36,9.78,Auto,0,53.17,0,1
1991,37,Divorced,Unemployed,43358,13.26,324,49628,24,13.83,Education,6,22.83,5,1
1992,24,Single,Self-Employed,139975,42.83,708,49858,36,14.43,Personal,5,45.59,4,1
1993,22,Single,Contract,62165,16.3,646,10933,48,9.24,Education,5,58.03,1,1
1994,37,Married,Contract,37321,18.0,494,44642,48,9.5,Personal,4,82.63,0,1
1995,49,Married,Employed,86268,38.79,794,7789,60,7.52,Personal,4,65.94,0,1
1996,56,Divorced,Self-Employed,133462,18.89,394,18087,24,17.16,Education,0,17.7,4,1
1997,39,Divorced,Self-Employed,93515,11.88,466,31171,24,7.8,Personal,0,57.52,3,1
1998,24,Married,Contract,124689,37.35,462,14616,12,9.7,Education,5,10.56,3,1
1999,39,Married,Self-Employed,58832,29.21,358,39853,24,18.78,Home,0,45.5,0,1
2000,40,Married,Employed,127855,34.7,647,20982,60,9.08,Education,6,41.0,3,1
2001,30,Married,Unemployed,52531,23.07,684,5181,36,8.48,Personal,1,69.92,0,0
2002,56,Married,Employed,37005,24.96,759,5389,24,18.6,Education,0,36.45,0,0
2003,47,Single,Employed,71934,25.83,744,5548,36,5.66,Personal,5,60.66,2,1
2004,22,Divorced,Employed,21435,44.38,344,43821,12,19.83,Personal,6,69.26,5,1
2005,23,Single,Self-Employed,37728,10.93,568,27214,24,15.33,Education,6,39.68,3,1
2006,60,Married,Unemployed,132390,14.48,491,30717,12,5.74,Education,0,20.64,3,1
2007,44,Married,Self-Employed,106715,22.87,579,46298,60,19.28,Personal,2,32.87,4,1
2008,60,Married,Self-Employed,141337,23.18,826,10935,12,13.36,Personal,5,53.84,3,1
2009,44,Divorced,Self-Employed,89388,18.45,589,26638,48,19.71,Home,6,23.43,5,1
2010,45,Single,Employed,84660,34.66,353,25637,48,10.7,Home,6,42.67,3,1
2011,30,Married,Contract,23995,27.91,603,34419,24,16.37,Education,0,20.49,2,0
2012,26,Married,Self-Employed,23561,12.84,503,49623,12,6.02,Home,5,68.07,0,1
2013,49,Married,Employed,61423,26.93,655,39508,48,13.58,Auto,1,24.34,2,0
2014,26,Single,Unemployed,97428,23.06,752,42169,36,5.85,Education,2,68.55,2,0
2015,35,Single,Self-Employed,111015,47.56,778,43241,12,9.79,Education,0,55.81,5,1
2016,27,Divorced,Contract,76980,48.58,607,31516,60,8.22,Auto,3,80.81,4,1
2017,37,Single,Self-Employed,113517,34.29,570,46104,60,11.9,Personal,2,64.93,0,1
2018,33,Single,Contract,131092,28.96,390,40524,36,8.67,Personal,6,61.39,4,1
2019,33,Single,Employed,99098,24.4,800,20852,24,7.84,Home,5,66.52,5,1
2020,52,Single,Unemployed,47568,32.62,714,23946,36,5.6,Home,2,29.21,1,0
2021,47,Married,Contract,100912,44.38,491,21927,24,11.59,Home,4,84.64,1,1
2022,36,Divorced,Self-Employed,105420,15.63,439,20617,24,5.33,Personal,2,65.1,0,1
2023,26,Married,Unemployed,49878,40.45,479,38833,36,9.4,Home,2,49.57,0,1
2024,60,Divorced,Unemployed,136583,34.32,794,26718,36,17.93,Auto,6,31.5,2,1
2025,30,Married,Employed,139909,47.04,631,33601,60,15.35,Personal,1,54.09,1,1
2026,29,Single,Employed,113928,43.29,591,21112,24,15.1,Home,6,70.67,5,1
2027,31,Single,Contract,78903,28.7,523,18353,12,11.21,Personal,3,42.14,2,1
2028,52,Single,Contract,20452,18.29,670,8431,24,10.68,Personal,2,59.15,1,0
2029,61,Divorced,Self-Employed,37730,35.21,386,7463,48,16.87,Auto,5,14.29,3,1
2030,39,Single,Contract,82028,41.26,675,38183,24,11.42,Education,1,39.7,0,1
2031,49,Single,Employed,130463,11.6,714,17511,60,14.94,Auto,5,77.76,3,1
2032,38,Married,Employed,57057,32.95,573,25647,60,12.29,Home,0,51.82,1,1
2033,59,Divorced,Contract,118115,32.97,584,44200,12,8.87,Education,0,57.14,4,1
2034,42,Married,Employed,133609,21.28,512,14366,48,16.63,Education,2,27.32,1,1
2035,36,Divorced,Self-Employed,137071,25.24,433,11608,24,15.78,Personal,5,79.36,0,1
2036,43,Divorced,Self-Employed,93712,47.31,533,21480,12,5.06,Personal,1,64.8,3,1
2037,32,Single,Unemployed,127036,33.66,843,24935,48,9.5,Home,2,41.82,3,0
2038,54,Divorced,Contract,28416,43.89,813,39495,24,18.63,Home,1,46.02,5,1
2039,56,Divorced,Contract,27577,23.19,597,9416,48,12.83,Education,5,16.16,5,1
2040,34,Divorced,Self-Employed,95436,35.7,710,25050,48,16.21,Auto,3,11.96,5,1
2041,42,Divorced,Contract,110006,27.75,575,42183,48,7.89,Home,0,78.51,3,1
2042,31,Single,Contract,125379,14.77,360,42613,24,11.26,Education,3,20.59,0,1
2043,48,Married,Self-Employed,138078,22.75,760,49851,60,11.1,Auto,2,49.94,4,0
2044,47,Married,Self-Employed,118514,40.35,805,28072,12,19.87,Home,2,47.62,2,1
2045,22,Single,Employed,70648,30.95,645,39145,48,17.13,Home,2,64.66,2,0
2046,26,Married,Contract,66255,20.21,409,15086,24,18.38,Auto,2,15.5,4,1
2047,59,Divorced,Contract,142284,21.84,447,18219,24,12.94,Education,0,51.0,1,1
2048,42,Married,Employed,115707,12.54,320,21066,48,7.91,Auto,6,84.93,1,1
2049,35,Divorced,Contract,27964,16.93,640,8179,60,14.17,Home,0,88.65,2,0
2050,26,Single,Self-Employed,107552,33.14,743,46810,12,17.36,Education,4,48.78,4,1
2051,53,Single,Self-Employed,64123,49.6,575,12177,24,10.44,Auto,4,11.05,2,1
2052,24,Married,Unemployed,66391,40.14,686,37253,36,19.82,Personal,4,35.75,5,1
2053,62,Single,Self-Employed,108713,10.75,644,43304,60,5.68,Education,0,23.49,4,0
2054,38,Married,Unemployed,105285,44.88,345,20287,12,10.31,Home,2,51.65,4,1
2055,23,Married,Unemployed,130675,22.49,341,19900,12,13.45,Education,5,46.79,2,1
2056,56,Married,Contract,67523,34.39,416,48011,36,6.0,Education,5,31.38,5,1
2057,55,Divorced,Unemployed,46406,10.15,834,13463,60,9.8,Education,5,51.14,2,1
2058,28,Divorced,Contract,40863,19.79,525,16030,48,5.47,Auto,5,53.89,5,1
2059,61,Married,Unemployed,80194,26.8,792,24171,60,8.15,Education,1,65.98,3,0
2060,47,Single,Unemployed,106140,48.66,388,29348,12,19.73,Personal,3,53.27,1,1
2061,40,Single,Contract,127915,24.47,648,41905,36,11.21,Personal,3,84.23,1,1
2062,30,Married,Unemployed,48844,36.15,421,34511,60,12.54,Personal,1,80.71,1,1
2063,52,Divorced,Employed,24707,38.34,738,25732,36,18.09,Education,0,63.69,4,0
2064,39,Married,Contract,96142,22.92,565,9626,48,11.31,Auto,2,26.2,4,1
2065,26,Divorced,Employed,130492,28.1,515,35328,60,5.99,Personal,2,49.53,0,1
2066,57,Divorced,Self-Employed,68443,30.4,699,15986,48,17.4,Home,4,31.09,4,1
2067,50,Married,Unemployed,88829,10.91,459,6107,48,10.98,Home,1,57.49,5,1
2068,28,Single,Employed,142638,35.26,328,46421,36,16.07,Personal,1,84.27,5,1
2069,56,Divorced,Contract,131061,36.23,400,38472,24,17.23,Personal,5,76.2,0,1
2070,47,Married,Employed,134435,14.74,765,43413,24,8.29,Home,4,54.39,3,1
2071,57,Divorced,Unemployed,49347,21.0,823,48434,48,14.92,Education,0,29.41,2,0
2072,24,Married,Contract,62978,28.41,723,38984,24,19.95,Home,2,38.35,3,0
2073,22,Married,Contract,50949,39.59,474,48135,24,6.5,Auto,2,60.57,5,1
2074,42,Married,Employed,66855,15.08,395,39393,48,14.27,Home,4,31.91,2,1
2075,38,Single,Self-Employed,68187,49.27,850,18712,12,19.58,Auto,0,34.69,3,1
2076,25,Divorced,Employed,118637,16.1,532,47478,36,17.76,Home,3,52.86,3,1
2077,29,Married,Contract,127365,47.38,846,44435,12,16.15,Education,6,46.03,3,1
2078,56,Single,Unemployed,50424,35.55,609,46127,36,10.36,Auto,2,42.96,3,0
2079,58,Married,Employed,139928,40.45,537,32738,48,19.31,Personal,0,44.56,1,1
2080,61,Married,Contract,48656,40.34,818,48378,24,18.03,Auto,4,85.59,2,1
2081,50,Divorced,Unemployed,98829,46.4,450,48420,48,8.5,Education,4,71.92,1,1
2082,24,Single,Employed,63440,32.37,611,47109,24,19.94,Home,1,24.0,0,0
2083,46,Divorced,Self-Employed,29040,32.0,560,40228,24,13.75,Education,0,85.74,1,1
2084,41,Married,Contract,130960,28.84,560,30478,24,15.91,Auto,5,60.58,2,1
2085,56,Married,Employed,140793,35.08,574,44961,12,11.37,Education,0,36.93,1,1
2086,32,Single,Employed,73017,32.58,373,47305,36,18.37,Personal,1,73.02,2,1
2087,39,Divorced,Contract,70672,37.96,359,43718,36,17.26,Home,5,48.95,3,1
2088,40,Single,Unemployed,97527,42.41,428,40128,48,9.33,Home,1,71.65,0,1
2089,31,Married,Self-Employed,147040,47.31,330,42692,60,10.77,Home,0,54.63,1,1
2090,48,Married,Contract,80251,14.92,686,32229,48,11.53,Personal,0,21.16,2,0
2091,47,Single,Self-Employed,42792,42.45,332,13809,24,7.0,Home,2,59.1,4,1
2092,24,Single,Unemployed,115053,27.51,733,41289,24,18.37,Education,2,59.38,0,0
2093,28,Married,Contract,100513,12.89,453,46658,36,9.14,Education,0,31.95,0,1
2094,61,Single,Unemployed,52153,41.07,658,9106,48,9.56,Education,2,44.74,2,1
2095,30,Married,Employed,34423,31.98,552,37087,24,10.69,Personal,4,56.76,2,1
2096,63,Married,Self-Employed,66663,33.31,461,46901,24,12.29,Education,3,78.06,2,1
2097,27,Married,Employed,23450,18.65,631,5162,24,16.14,Auto,2,15.08,5,0
2098,35,Married,Self-Employed,141288,37.33,708,36530,24,7.71,Home,4,10.06,3,1
2099,37,Single,Employed,53120,47.01,582,29770,12,10.61,Education,2,56.42,1,1
2100,31,Married,Employed,35002,20.43,768,39470,60,12.0,Auto,1,15.08,5,0
2101,22,Married,Employed,96436,22.89,549,33889,48,14.76,Education,0,51.11,0,1
2102,55,Married,Employed,27834,14.0,848,36485,24,6.29,Home,4,16.74,0,1
2103,26,Married,Unemployed,76771,29.26,722,16195,12,19.18,Personal,3,73.87,0,1
2104,57,Married,Employed,25942,34.61,715,46344,60,9.8,Auto,1,36.45,3,0
2105,25,Married,Employed,38715,44.55,502,21016,12,10.58,Auto,1,66.54,1,1
2106,22,Married,Employed,26919,17.39,355,17125,60,11.48,Auto,5,65.31,2,1
2107,23,Divorced,Self-Employed,139998,43.24,472,23894,12,6.44,Home,0,42.3,3,1
2108,24,Single,Self-Employed,29881,20.24,445,6251,12,19.75,Education,3,81.43,1,1
2109,55,Single,Unemployed,37784,44.12,584,7448,12,19.87,Home,6,88.19,1,1
2110,33,Divorced,Unemployed,26185,24.9,443,47927,12,6.43,Personal,6,16.04,1,1
2111,38,Divorced,Self-Employed,47403,18.95,403,17611,24,14.63,Auto,1,51.36,0,1
2112,35,Single,Unemployed,116067,33.91,643,31982,36,10.0,Home,2,24.85,3,0
2113,41,Married,Contract,76124,41.72,477,22282,60,12.68,Education,1,31.41,5,1
2114,25,Divorced,Self-Employed,52442,27.49,764,46723,48,14.38,Home,2,62.95,4,0
2115,62,Divorced,Self-Employed,43245,34.87,537,28344,48,17.52,Personal,2,65.07,3,1
2116,47,Married,Self-Employed,93756,43.88,573,36976,48,19.41,Auto,6,29.7,5,1
2117,54,Single,Contract,74590,22.01,572,35980,36,8.29,Education,6,56.53,2,1
2118,32,Married,Contract,121902,49.7,577,30808,48,15.8,Home,2,26.67,4,1
2119,48,Single,Self-Employed,118033,19.99,596,18274,48,12.41,Home,2,18.26,3,1
2120,27,Single,Contract,133169,35.79,728,17878,60,18.97,Auto,2,27.0,5,0
2121,40,Married,Self-Employed,85563,39.96,552,48827,60,5.39,Personal,3,68.46,1,1
2122,40,Divorced,Contract,97363,35.56,379,32215,12,10.32,Home,5,85.71,0,1
2123,28,Married,Unemployed,111047,28.48,329,21046,12,12.46,Home,3,20.46,0,1
2124,52,Divorced,Unemployed,121582,43.2,304,11253,36,13.04,Education,6,48.56,4,1
2125,23,Divorced,Unemployed,70672,39.28,512,12721,24,19.69,Auto,3,72.7,4,1
2126,41,Married,Contract,44109,22.93,584,14447,60,19.87,Home,3,77.4,2,1
2127,44,Married,Unemployed,140214,42.64,411,35147,24,16.22,Auto,0,27.22,4,1
2128,38,Divorced,Employed,107525,14.39,723,30117,36,13.51,Personal,4,42.8,5,1
2129,23,Married,Unemployed,48632,23.15,413,7153,12,19.34,Personal,1,37.99,4,1
2130,23,Single,Contract,121721,38.74,578,43345,12,16.42,Personal,1,28.11,2,1
2131,39,Single,Contract,140277,36.64,793,48043,24,19.35,Auto,4,73.57,2,1
2132,24,Divorced,Self-Employed,31614,39.13,372,33453,48,14.01,Personal,0,89.52,4,1
2133,27,Single,Contract,21366,49.01,385,6632,12,17.73,Home,0,22.04,4,1
2134,48,Married,Employed,72979,46.64,333,9741,60,14.03,Home,2,21.55,1,1
2135,38,Divorced,Self-Employed,59631,32.14,459,8926,24,9.79,Personal,3,14.91,3,1
2136,58,Divorced,Employed,83656,43.49,402,18461,60,10.73,Personal,2,72.98,0,1
2137,27,Married,Employed,46644,45.08,400,43205,36,18.89,Personal,1,34.28,3,1
2138,64,Single,Unemployed,147224,47.31,390,23961,12,6.79,Education,6,60.56,2,1
2139,30,Married,Employed,121267,47.18,518,33582,48,17.74,Auto,3,40.45,3,1
2140,34,Divorced,Employed,51305,32.16,381,7458,48,9.52,Personal,5,88.87,0,1
2141,58,Married,Unemployed,52702,35.66,421,27829,36,18.15,Personal,5,29.0,2,1
2142,35,Married,Employed,73865,33.87,743,48377,24,10.83,Education,4,30.26,2,1
2143,43,Single,Self-Employed,43003,40.31,808,25439,12,5.03,Auto,2,48.92,0,1
2144,51,Divorced,Self-Employed,88235,31.03,667,32913,48,14.07,Home,0,12.45,0,0
2145,59,Divorced,Self-Employed,76713,28.06,711,18645,36,10.46,Auto,1,78.14,1,0
2146,50,Divorced,Employed,79727,16.24,713,13733,36,11.08,Personal,2,40.62,0,0
2147,52,Single,Employed,30879,21.76,581,12289,24,5.08,Education,4,61.86,3,1
2148,33,Married,Employed,123213,38.02,755,11724,12,5.05,Education,3,53.32,0,1
2149,65,Married,Employed,83682,15.42,444,5505,48,11.11,Home,4,67.61,0,1
2150,44,Divorced,Unemployed,38350,19.17,451,16860,24,13.34,Auto,0,52.88,3,1
2151,42,Single,Unemployed,66912,50.0,604,7093,12,9.09,Personal,5,70.1,2,1
2152,50,Divorced,Employed,49907,24.92,404,12566,24,10.21,Personal,6,78.24,2,1
2153,34,Married,Contract,141588,15.82,843,43800,24,18.85,Personal,6,84.36,2,1
2154,29,Divorced,Self-Employed,145370,29.58,341,44242,48,12.86,Personal,1,84.13,0,1
2155,26,Single,Self-Employed,33412,34.88,637,20898,36,6.16,Auto,6,70.72,4,1
2156,28,Divorced,Self-Employed,57737,28.78,719,34762,36,15.99,Home,4,12.91,0,1
2157,63,Divorced,Unemployed,22958,25.42,652,37618,60,14.64,Personal,5,89.63,3,1
2158,57,Divorced,Employed,107508,15.84,527,48296,60,15.88,Education,2,84.49,1,1
2159,47,Divorced,Employed,61803,42.57,630,27575,48,16.76,Auto,5,71.45,4,1
2160,39,Single,Employed,129329,26.76,740,42122,12,15.34,Auto,1,51.59,4,0
2161,49,Single,Contract,28739,39.12,697,26729,48,11.9,Home,3,70.49,2,1
2162,50,Single,Employed,72307,22.73,754,32156,12,18.9,Education,5,54.81,2,1
2163,59,Divorced,Employed,38351,24.31,320,38556,36,7.92,Education,4,59.1,5,1
2164,61,Married,Self-Employed,55304,22.05,810,16819,36,17.04,Personal,4,32.56,1,1
2165,37,Divorced,Unemployed,138089,20.02,517,24757,60,5.07,Personal,2,16.4,5,1
2166,30,Married,Employed,114391,23.24,552,31104,60,6.62,Auto,2,46.68,4,1
2167,23,Married,Unemployed,129326,29.96,687,5979,24,9.16,Auto,3,14.91,1,1
2168,36,Divorced,Unemployed,101341,41.79,598,28516,24,18.96,Personal,2,61.2,1,1
2169,55,Married,Unemployed,26041,21.18,443,44655,48,10.88,Personal,3,22.63,3,1
2170,40,Single,Unemployed,128687,15.24,609,10702,48,11.96,Home,0,38.73,1,0
2171,59,Single,Contract,70128,34.16,786,5324,48,8.32,Home,6,38.4,0,1
2172,35,Single,Unemployed,96856,16.28,346,24796,60,16.7,Auto,0,24.8,0,1
2173,48,Single,Employed,33925,33.06,549,18870,36,14.28,Education,4,48.98,4,1
2174,25,Single,Employed,104689,10.87,649,33199,12,10.65,Home,6,37.24,5,1
2175,65,Married,Contract,28387,30.56,677,28193,60,9.64,Education,4,89.8,1,1
2176,36,Single,Self-Employed,124060,41.19,522,13959,24,6.24,Education,5,60.2,3,1
2177,56,Single,Self-Employed,63450,25.07,751,23870,24,11.66,Personal,4,33.66,2,1
2178,34,Divorced,Employed,140585,13.21,762,37699,48,19.54,Education,2,14.67,1,0
2179,64,Married,Contract,28768,15.0,463,41292,12,17.32,Auto,3,53.8,3,1
2180,64,Single,Employed,40431,15.28,370,49248,12,10.86,Education,0,40.91,3,1
2181,62,Married,Unemployed,63948,19.84,454,18003,48,6.85,Auto,4,22.42,1,1
